 -180.00000000 -240.00000000  60.00000000 -38.27111898 
 -180.00000000 -240.00000000  55.00000000 -38.27436089 
 -180.00000000 -240.00000000  50.00000000 -38.27621657 
 -180.00000000 -240.00000000  45.00000000 -38.27772722 
 -180.00000000 -240.00000000  40.00000000 -38.27806943 
 -180.00000000 -240.00000000  35.00000000 -38.27796645 
 -180.00000000 -240.00000000  30.00000000 -38.27782145 
 -180.00000000 -240.00000000  25.00000000 -38.27778659 
 -180.00000000 -240.00000000  20.00000000 -38.27785693 
 -180.00000000 -240.00000000  15.00000000 -38.27795229 
 -180.00000000 -240.00000000  10.00000000 -38.27797460 
 -180.00000000 -240.00000000   5.00000000 -38.27783931 
 -180.00000000 -240.00000000   0.00000000 -38.27749358 
 -180.00000000 -240.00000000  -5.00000000 -38.27694009 
 -180.00000000 -240.00000000 -10.00000000 -38.27624933 
 -180.00000000 -240.00000000 -15.00000000 -38.27551118 
 -180.00000000 -240.00000000 -20.00000000 -38.27476841 
 -180.00000000 -240.00000000 -25.00000000 -38.27406821 
 -180.00000000 -240.00000000 -30.00000000 -38.27351689 
 -180.00000000 -240.00000000 -35.00000000 -38.27545685 
 -180.00000000 -240.00000000 -40.00000000 -38.27498548 
 -180.00000000 -240.00000000 -45.00000000 -38.27425386 
 -180.00000000 -235.00000000  60.00000000 -38.27502154 
 -180.00000000 -235.00000000  55.00000000 -38.27848747 
 -180.00000000 -235.00000000  50.00000000 -38.28043235 
 -180.00000000 -235.00000000  45.00000000 -38.28134089 
 -180.00000000 -235.00000000  40.00000000 -38.28162205 
 -180.00000000 -235.00000000  35.00000000 -38.28157405 
 -180.00000000 -235.00000000  30.00000000 -38.28140415 
 -180.00000000 -235.00000000  25.00000000 -38.28128516 
 -180.00000000 -235.00000000  20.00000000 -38.28128042 
 -180.00000000 -235.00000000  15.00000000 -38.28137835 
 -180.00000000 -235.00000000  10.00000000 -38.28147619 
 -180.00000000 -235.00000000   5.00000000 -38.28146315 
 -180.00000000 -235.00000000   0.00000000 -38.28126652 
 -180.00000000 -235.00000000  -5.00000000 -38.28086106 
 -180.00000000 -235.00000000 -10.00000000 -38.28027744 
 -180.00000000 -235.00000000 -15.00000000 -38.27957810 
 -180.00000000 -235.00000000 -20.00000000 -38.27879950 
 -180.00000000 -235.00000000 -25.00000000 -38.27796389 
 -180.00000000 -235.00000000 -30.00000000 -38.27714826 
 -180.00000000 -235.00000000 -35.00000000 -38.27651107 
 -180.00000000 -235.00000000 -40.00000000 -38.27737635 
 -180.00000000 -235.00000000 -45.00000000 -38.27672699 
 -180.00000000 -230.00000000  60.00000000 -38.27833232 
 -180.00000000 -230.00000000  55.00000000 -38.28205162 
 -180.00000000 -230.00000000  50.00000000 -38.28412916 
 -180.00000000 -230.00000000  45.00000000 -38.28505545 
 -180.00000000 -230.00000000  40.00000000 -38.28526921 
 -180.00000000 -230.00000000  35.00000000 -38.28512165 
 -180.00000000 -230.00000000  30.00000000 -38.28486743 
 -180.00000000 -230.00000000  25.00000000 -38.28464653 
 -180.00000000 -230.00000000  20.00000000 -38.28450753 
 -180.00000000 -230.00000000  15.00000000 -38.28444492 
 -180.00000000 -230.00000000  10.00000000 -38.28444354 
 -180.00000000 -230.00000000   5.00000000 -38.28447129 
 -180.00000000 -230.00000000   0.00000000 -38.28439409 
 -180.00000000 -230.00000000  -5.00000000 -38.28413839 
 -180.00000000 -230.00000000 -10.00000000 -38.28369840 
 -180.00000000 -230.00000000 -15.00000000 -38.28310104 
 -180.00000000 -230.00000000 -20.00000000 -38.28236619 
 -180.00000000 -230.00000000 -25.00000000 -38.28149460 
 -180.00000000 -230.00000000 -30.00000000 -38.28051951 
 -180.00000000 -230.00000000 -35.00000000 -38.27955977 
 -180.00000000 -230.00000000 -40.00000000 -38.27925140 
 -180.00000000 -230.00000000 -45.00000000 -38.27868314 
 -180.00000000 -225.00000000  60.00000000 -38.28105314 
 -180.00000000 -225.00000000  55.00000000 -38.28505324 
 -180.00000000 -225.00000000  50.00000000 -38.28730442 
 -180.00000000 -225.00000000  45.00000000 -38.28828174 
 -180.00000000 -225.00000000  40.00000000 -38.28846670 
 -180.00000000 -225.00000000  35.00000000 -38.28828125 
 -180.00000000 -225.00000000  30.00000000 -38.28801502 
 -180.00000000 -225.00000000  25.00000000 -38.28778375 
 -180.00000000 -225.00000000  20.00000000 -38.28759107 
 -180.00000000 -225.00000000  15.00000000 -38.28741634 
 -180.00000000 -225.00000000  10.00000000 -38.28725257 
 -180.00000000 -225.00000000   5.00000000 -38.28709959 
 -180.00000000 -225.00000000   0.00000000 -38.28698416 
 -180.00000000 -225.00000000  -5.00000000 -38.28682844 
 -180.00000000 -225.00000000 -10.00000000 -38.28652858 
 -180.00000000 -225.00000000 -15.00000000 -38.28606278 
 -180.00000000 -225.00000000 -20.00000000 -38.28542319 
 -180.00000000 -225.00000000 -25.00000000 -38.28459058 
 -180.00000000 -225.00000000 -30.00000000 -38.28356004 
 -180.00000000 -225.00000000 -35.00000000 -38.28239234 
 -180.00000000 -225.00000000 -40.00000000 -38.28125131 
 -180.00000000 -225.00000000 -45.00000000 -38.28037512 
 -180.00000000 -220.00000000  60.00000000 -38.28320405 
 -180.00000000 -220.00000000  55.00000000 -38.28750744 
 -180.00000000 -220.00000000  50.00000000 -38.28997758 
 -180.00000000 -220.00000000  45.00000000 -38.29104936 
 -180.00000000 -220.00000000  40.00000000 -38.29120974 
 -180.00000000 -220.00000000  35.00000000 -38.29096325 
 -180.00000000 -220.00000000  30.00000000 -38.29068389 
 -180.00000000 -220.00000000  25.00000000 -38.29048924 
 -180.00000000 -220.00000000  20.00000000 -38.29034563 
 -180.00000000 -220.00000000  15.00000000 -38.29018767 
 -180.00000000 -220.00000000  10.00000000 -38.28996587 
 -180.00000000 -220.00000000   5.00000000 -38.28967372 
 -180.00000000 -220.00000000   0.00000000 -38.28935658 
 -180.00000000 -220.00000000  -5.00000000 -38.28908158 
 -180.00000000 -220.00000000 -10.00000000 -38.28884299 
 -180.00000000 -220.00000000 -15.00000000 -38.28849748 
 -180.00000000 -220.00000000 -20.00000000 -38.28797486 
 -180.00000000 -220.00000000 -25.00000000 -38.28722757 
 -180.00000000 -220.00000000 -30.00000000 -38.28621929 
 -180.00000000 -220.00000000 -35.00000000 -38.28495516 
 -180.00000000 -220.00000000 -40.00000000 -38.28352913 
 -180.00000000 -220.00000000 -45.00000000 -38.28210032 
 -180.00000000 -215.00000000  60.00000000 -38.28481708 
 -180.00000000 -215.00000000  55.00000000 -38.28943745 
 -180.00000000 -215.00000000  50.00000000 -38.29216731 
 -180.00000000 -215.00000000  45.00000000 -38.29339445 
 -180.00000000 -215.00000000  40.00000000 -38.29356440 
 -180.00000000 -215.00000000  35.00000000 -38.29321677 
 -180.00000000 -215.00000000  30.00000000 -38.29287443 
 -180.00000000 -215.00000000  25.00000000 -38.29270464 
 -180.00000000 -215.00000000  20.00000000 -38.29263696 
 -180.00000000 -215.00000000  15.00000000 -38.29257009 
 -180.00000000 -215.00000000  10.00000000 -38.29242013 
 -180.00000000 -215.00000000   5.00000000 -38.29213303 
 -180.00000000 -215.00000000   0.00000000 -38.29170827 
 -180.00000000 -215.00000000  -5.00000000 -38.29122965 
 -180.00000000 -215.00000000 -10.00000000 -38.29081477 
 -180.00000000 -215.00000000 -15.00000000 -38.29048665 
 -180.00000000 -215.00000000 -20.00000000 -38.29006290 
 -180.00000000 -215.00000000 -25.00000000 -38.28941875 
 -180.00000000 -215.00000000 -30.00000000 -38.28848009 
 -180.00000000 -215.00000000 -35.00000000 -38.28720593 
 -180.00000000 -215.00000000 -40.00000000 -38.28562269 
 -180.00000000 -215.00000000 -45.00000000 -38.28382878 
 -180.00000000 -210.00000000  60.00000000 -38.28593149 
 -180.00000000 -210.00000000  55.00000000 -38.29087230 
 -180.00000000 -210.00000000  50.00000000 -38.29389138 
 -180.00000000 -210.00000000  45.00000000 -38.29533340 
 -180.00000000 -210.00000000  40.00000000 -38.29558718 
 -180.00000000 -210.00000000  35.00000000 -38.29513994 
 -180.00000000 -210.00000000  30.00000000 -38.29464765 
 -180.00000000 -210.00000000  25.00000000 -38.29445483 
 -180.00000000 -210.00000000  20.00000000 -38.29445272 
 -180.00000000 -210.00000000  15.00000000 -38.29449414 
 -180.00000000 -210.00000000  10.00000000 -38.29446653 
 -180.00000000 -210.00000000   5.00000000 -38.29428893 
 -180.00000000 -210.00000000   0.00000000 -38.29391623 
 -180.00000000 -210.00000000  -5.00000000 -38.29336097 
 -180.00000000 -210.00000000 -10.00000000 -38.29273376 
 -180.00000000 -210.00000000 -15.00000000 -38.29219705 
 -180.00000000 -210.00000000 -20.00000000 -38.29176410 
 -180.00000000 -210.00000000 -25.00000000 -38.29120471 
 -180.00000000 -210.00000000 -30.00000000 -38.29035529 
 -180.00000000 -210.00000000 -35.00000000 -38.28912693 
 -180.00000000 -210.00000000 -40.00000000 -38.28748520 
 -180.00000000 -210.00000000 -45.00000000 -38.28546542 
 -180.00000000 -205.00000000  60.00000000 -38.28659038 
 -180.00000000 -205.00000000  55.00000000 -38.29184563 
 -180.00000000 -205.00000000  50.00000000 -38.29516886 
 -180.00000000 -205.00000000  45.00000000 -38.29687043 
 -180.00000000 -205.00000000  40.00000000 -38.29728964 
 -180.00000000 -205.00000000  35.00000000 -38.29682797 
 -180.00000000 -205.00000000  30.00000000 -38.29610555 
 -180.00000000 -205.00000000  25.00000000 -38.29579581 
 -180.00000000 -205.00000000  20.00000000 -38.29582491 
 -180.00000000 -205.00000000  15.00000000 -38.29596710 
